Identifiant	Nom du fichier	Analyse du texte	Notions du programme de philosophie
168	CLEMENT.É_Justice&Introduction	Titre: La justice: introduction à la notion. Thèse: La justice est une valeur supérieure aux lois, sujette à débat. Résumé: La justice est à la fois une institution et une valeur. Elle est l'une des premières questions philosophiques. Elle est un refus du fait accompli, mais le critère du juste est difficile à trouver, d'où la tension entre justice légale (lois positives) et justice naturelle.	L'État, La justice, La liberté, La raison
169	COHEN_Procrastination&Défauts	Titre: L’aliénation bureaucratique entre procrastination et médiocrité. Thèse: Adrien Deume fuit le travail par la procrastination et l'arrivisme mondain. Résumé: Adrien Deume, fonctionnaire imbu de lui-même, passe son temps à éviter le travail urgent en s'adonnant à la procrastination, aux ragots, à la vanité, et à des manoeuvres sociales calculées pour sa promotion, tout en méprisant ses collègues et supérieurs.	Le travail, Le temps
170	COMTE-SPONVILLE_Altruisme&Égoïsme	Titre: Égoïsme – Égoïste – Générosité – Altruisme. Thèse: L'égoïsme est naturel ; l'altruisme vrai est l'ouverture de l'ego. Résumé: L'égoïsme, tendance naturelle, est l'incapacité d'aimer autrui autant que soi-même. La générosité est la vertu morale du don volontaire qui surmonte l'intérêt personnel. L'altruisme, qui consiste à se réjouir sincèrement du bonheur d'un autre, n'exclut pas le plaisir mais ouvre l'ego à la liberté et à la compassion.	Le bonheur, Le devoir, La liberté
171	COMTE-SPONVILLE_Biologie&biologisme&biopolitique&etc	Titre: Bioéthique. Thèse: La bioéthique est une partie de l'éthique qui devient biopolitique. Résumé: La bioéthique est l'éthique appliquée aux problèmes des progrès des technosciences du vivant. Ce n'est pas une partie de la biologie. Ces problèmes nécessitent l'intervention du législateur, transformant la bioéthique en biopolitique. Le biologisme réduit tout au biologique.	La conscience, L'État, La nature
172	COMTE-SPONVILLE_Clonage	Titre: Le clonage. Thèse: Le clonage est un progrès scientifique mais une régression narcissique pour l'esprit. Résumé: Le débat sur le clonage est disproportionné. Il ne menace pas l'espèce et n'apporte pas l'immortalité, car un clone serait un autre de ses clones, numériquement distinct. Le fantasme de clonage est une forme de narcissisme, le vrai progrès étant d'aimer l'autre, pas le même.	La science, Le devoir
173	COMTE-SPONVILLE_Créationnisme	Titre: Créationnisme. Thèse: Le créationnisme est une thèse antiscientifique et un négationnisme épistémologique. Résumé: Le créationnisme, au sens pratique, est la croyance en une création du monde et des espèces telle qu'elle est aujourd'hui, refusant l'évolution et la longue histoire de l'univers enseignée par les sciences. C'est une thèse antiscientifique que l'on ne peut réfuter, mais qui est vaine à discuter.	La religion, La science, La vérité
174	COMTE-SPONVILLE_Économie	Titre: Économie. Thèse: L'économie est la gestion des biens visant à l'augmentation des richesses. Résumé: L'économie, étymologiquement administration de la maison, désigne la science et l'objet de l'étude de la production, la consommation et l'échange des biens. Elle est régie par le marché et la loi de l'offre et de la demande. On n'est pas à sa loi que par la gratuité ou la dignité (ce qui n'a pas de prix).	La nature, La science
175	COMTE-SPONVILLE_Éducation	Titre: Éducation. Thèse: L'éducation transforme un enfant en être humain civilisé et transmet le passé. Résumé: L'éducation est le processus qui transforme un enfant en humain civilisé en lui transmettant savoirs, règles et valeurs. Elle est au service de l'adulte qu'il doit devenir. Sa fonction n'est pas d'inventer l'avenir, mais de transmettre le passé pour permettre le progrès.	La conscience, La liberté, Le travail
176	COMTE-SPONVILLE_Empathie&Sympathie&Compassion	Titre: Empathie. Thèse: L'empathie est la capacité de ressentir celle de l'autre et est à l'origine de la sympathie et de la compassion. Résumé: L'empathie est la capacité de se mettre à la place d'autrui. La sympathie est neutre (sentir avec, dans la joie ou la tristesse), tandis que la compassion ne concerne que les affects négatifs (souffrir de la souffrance de l'autre). La compassion est la pitié entre égaux, proche de la charité, et peut être une vertu de joie.	La conscience
177	COMTE-SPONVILLE_Euthanasie	Titre: Euthanasie. Thèse: L'euthanasie volontaire et active est une assistance au suicide justifiable. Résumé: L'euthanasie (mort médicalement assistée) doit être encadrée par la loi pour des malades incurables qui la demandent. Elle s'oppose à l'acharnement thérapeutique et ne concerne pas seulement la souffrance physique. C'est une question de liberté de disposer de sa vie, qui peut justifier une exception à la règle du respect de la vie.	L'État, La liberté
178	COMTE-SPONVILLE_Folie	Titre: Folie. Thèse: La pensée échappe à la folie par le réel et les autres. Résumé: La folie, comme le délire paranoïaque, peut être d'une cohérence formidable, mais elle est fermée au réel. La paranoïa et l'hystérie sont des types de personnalité opposés (domination vs séduction). La philosophie doit se méfier des systèmes et de l'esthétisme pour rester ouverte au monde.	La conscience, La vérité
179	COMTE-SPONVILLE_Histoire&historicisme&historicité	Titre: Histoire. Thèse: L'histoire réelle n'a aucun sens ni but prédéterminé. Résumé: L'histoire (événements) ne se confond pas avec la science historique (connaissance du passé). L'histoire réelle n'a pas de sens intrinsèque, car elle résulte de volontés individuelles qui s'annulent mutuellement. L'historicisme est un relativisme qui explique tout par l'histoire, mais il ne peut expliquer la vérité. L'historicité est le fait de se savoir historique.	L'inconscient, La raison, Le temps, La vérité
180	COMTE-SPONVILLE_Mathématiques&axiome&postulat	Titre: Mathématique(s). Thèse: Les mathématiques sont une science démonstrative hypothético déductive, cohérente mais non vraie. Résumé: Les mathématiques sont la science formalisée, hypothético déductive, qui déduit des théorèmes à partir de principes (axiomes, postulats). Elles se contentent de la cohérence du système, car l'évidence des principes a été abandonnée.	La raison
181	COMTE-SPONVILLE_Medecine&Civilisation	Titre: Médecine et civilisation. Thèse: La philosophie n'est plus une médecine, et la médecine n'est pas une philosophie. Résumé: La médecine est devenue scientifique, et la sagesse n'est pas réductible à la santé. Le pan-médicalisme est l'idéologie qui fait de la santé le souverain bien. La médecine aide à vivre, mais on ne doit pas lui demander l'impossible. La philosophie est nécessaire pour penser la vie.	Le bonheur, La liberté, La science
182	COMTE-SPONVILLE_Meditation	Titre: Méditation. Thèse: La méditation et la philosophie sont deux pratiques distinctes et complémentaires. Résumé: La méditation est une réflexion contemplative ou un exercice corporel (zazen) d'attention pure au présent. Elle est à l'opposé de la philosophie (discours, concepts, raison) car elle est physique, silencieuse et vise l'observation sans recherche. Elle est une paix par le corps et peut se résumer à une « prière » pour l'athée.	Le bonheur, La raison, Le temps
183	COMTE-SPONVILLE_Peur&Angoisse	Titre: Peur. Thèse: La peur est déterminée par un objet, tandis que l'angoisse est indéterminée. Résumé: La peur est l'émotion face à un danger déterminé, tandis que l'angoisse est une peur vague sans objet actuel. L'angoisse est le sentiment philosophique du néant, lié au vide, au possible, à la contingence et à la mort. Le réel (connaissance, action, sagesse) et la médecine sont les remèdes.	La conscience, La liberté, La raison
184	COMTE-SPONVILLE_Philosophie&Définition	Titre: Qu'est-ce que la philosophie ?. Thèse: La philosophie est une pratique théorique non scientifique. Résumé: La philosophie n'est pas un savoir (contrairement à la tradition jusqu'au XVIIIe siècle), mais une pratique discursive, raisonnable et abstraite. Sa définition complète est une pratique théorique non scientifique, c'est-à-dire non logiquement démontrable ou empiriquement falsifiable, ce qui est confirmé par la pluralité des philosophies.	Le langage, La raison, La science, La vérité
185	COMTE-SPONVILLE_Philosophie	Titre: Philosophie. Thèse: Philosopher, c'est penser mieux pour mieux vivre. Résumé: La philosophie est une pratique théorique (non scientifique) dont l'objet est le tout, le moyen est la raison et le but est la sagesse (bonheur, liberté, vérité). Ce n'est pas un savoir mais une réflexion sur les savoirs. Elle se définit par les questions sur l'homme, le devoir, le savoir, l'espérance et surtout le « Comment vivre ? ».	Le bonheur, Le devoir, La liberté, La raison
186	COMTE-SPONVILLE_Politique&etc	Titre: Démocratie. Thèse: La politique est un ensemble de concepts liés au pouvoir dans la Cité. Résumé: Définitions de la Démocratie (pouvoir du peuple), du Despotisme (pouvoir sans limite d'un seul, injuste), de la Dictature (pouvoir imposé par la force, potentiellement provisoire), du Totalitarisme (pouvoir total d'un parti/État sur la société, tyrannie moderne) et de la Tyrannie (pouvoir absolu illégitime).	Le devoir, L'État, La justice, La liberté
187	COMTE-SPONVILLE_PP_2_Politique	Titre: La politique. Thèse: La politique est la gestion non guerrière des conflits d'intérêts. Résumé: L'homme, sociable et égoïste, a besoin de politique et d'un État pour régler les conflits sans violence. La politique, c'est l'art de vivre ensemble, de prendre et de contrôler le pouvoir. Elle diffère de la morale (désintéressée et universelle) et de l'économie, mais les concilie par la solidarité (égoïsme intelligent et socialisé).	Le devoir, L'État, La liberté
188	COMTE-SPONVILLE_PP_3_Amour	Titre: L'amour. Thèse: L'amour est le problème philosophique fondamental qui donne sens à la vie. Résumé: L'amour est le sujet le plus intéressant, car tout intérêt le suppose. Il est ce qui rend la vie aimable. Les Grecs distinguaient trois types: Éros (manque, passion), Philia (joie, partage, amitié), et Agapè (don, charité, amour inconditionnel). Ces trois amours sont nécessaires et liés.	Le bonheur, La religion, La vérité
189	COMTE-SPONVILLE_PP_4_Mort	Titre: La mort. Thèse: La mort, objet de pensée nécessaire et impossible, façonne notre vie. Résumé: Le texte explore la mort comme objet de pensée nécessaire mais impossible à saisir. Les philosophies la décrivent comme un néant ou une autre vie, niant ainsi son essence. Malgré son insolubilité, la réflexion sur la mort est fondamentale, car elle structure profondément notre existence et notre manière de penser.	La conscience, La raison, La religion, La science, Le temps
